;Unnamed: 0;ID;Datetime;Text;Username;clean_tweet
1845;1845;1,59394E+18;2022-11-19 12:30:24+00:00;@niluhdjelantik Bapak politik identitas itu yg kemaren pilpres pake kyai yg menjarain ahok??????;herirwidjaja;niluhdjelantik bapak politik identitas kemaren pilpres pake kyai menjarain ahok
1846;1846;1,59394E+18;2022-11-19 12:25:36+00:00;Tragedi pilkada DKI mau dipraktekan lagi di pilpres 2024 dgn sasarannya menurunkan martabat jokowi untuk menaikan anis, politik belah bambu bener2 membagongkan..???? https://t.co/3FOzHvnbtv;MangUdin70;tragedi pilkada dki praktek pilpres 2024 sasar turun martabat jokowi naik anis politik belah bambu bener2 bagong
1847;1847;1,59391E+18;2022-11-19 10:04:24+00:00;"JADI PARTAI DI MAKSUD MUNAFIK ITU SIAPA DAN YANG SUKA BERMAIN POLITIK IDENTITAS ATAU INDETITAS ITU CALON PILPRES SIAPA ANIES BASWEDAN ATAU ASENG??? 
https://t.co/aa5drpjJh8";yunankingstar1;partai maksud munafik siapa suka main politik identitas indetitas calon pilpres siapa anies baswedan aseng
1848;1848;1,5939E+18;2022-11-19 09:27:10+00:00;"Mmg ini baru sebatas klaim. Faktanya kelak blm tentu persis. Tapi secara politik ini bernilai fenomena. Rembetannya mungkin akan jauh. Bukan tdk mungkin akar rumput PKB ikut.

Ketua FKM Habil Marati Klaim 20 Juta Suara PPP akan Pilih Anies di Pilpres 2024 https://t.co/VNsKphGotm";MartinusButarb1;mmg baru batas klaim fakta kelak blm persis politik nila fenomena rembet mungkin jauh mungkin akar rumput pkb ikut ketua fkm habil marati klaim juta suara ppp pilih anies pilpres 2024
1849;1849;1,59388E+18;2022-11-19 08:22:35+00:00;"Ngopi dari Sebrang Istana: ""Partai Politik Bisa Dibeli? Gosip atau Fakta?""

#SurveiKedaiKOPI #NSIKedaiKOPI #ngopidarisebrangistana #pilpres #parpol #pemilu2024 https://t.co/NhRlVNcwMl";kedaikopisurvei;ngopi sebrang istana partai politik beli gosip fakta surveikedaikopi nsikedaikopi ngopidarisebrangistana pilpres parpol pemilu2024
1850;1850;1,59388E+18;2022-11-19 07:56:20+00:00;"Waktu Ahok nyinggung surat almaidah ayat 51 yg membuat dia dipenjara, itu politik identitas. Waktu kampanye pilpres 2014 &amp; 2019 Jokowi jd imam sholat, itu politik identitas. Kok Anis yg dijuluki bapak politik identitas? Coba beri saya argumen biar gk jadi fitnah https://t.co/GJUc12TL6C";KangMaman204;waktu ahok nyinggung surat almaidah ayat buat penjara politik identitas waktu kampanye pilpres 2014 2019 jokowi imam sholat politik identitas kok anis juluk bapak politik identitas coba beri argumen biar fitnah
1851;1851;1,59386E+18;2022-11-19 07:05:04+00:00;Gak heran para atheis-liberal gerah betul dengan simbul dan narasi agama. Tapi saat pemilu/pilpres tetap lakukan politik identitas palsu untuk menipu masyarakat.. ???? https://t.co/pu5dehwiBh;Ariefmantoi;gak heran atheis liberal gerah betul simbul narasi agama milu pilpres tetap laku politik identitas palsu tipu masyarakat
1852;1852;1,59386E+18;2022-11-19 06:39:30+00:00;@AndiSinulingga Nasdem hrs pontang panting jungkir balik, koprol... unt melepas baju politik identitas yg dipake anies. Klo tdk....baju itu akan tersemat jg ke nasdem. Lbh dr itu....pilpres akn menjadi jln terjal bg nasdem dan anies;216yussuf;andisinulingga nasdem pontang panting jungkir balik koprol unt lepas baju politik identitas dipake anies kalau baju semat nasdem lbh pilpres akn jadi jln terjal nasdem anies
1853;1853;1,59384E+18;2022-11-19 05:30:00+00:00;"Direktur Eksekutif Voxpol Center Research and Consulting Pangi Syarwi Chaniago memaparkan bahwa dari simulasi 10 nama, Ganjar Pranowo mendapatkan persentase tertinggi. 

Simak berita selengkapnya di https://t.co/Vp8l6SH6WE
#HardNews_Politik #NewsOne #CariBeritaditvOne #pilpres https://t.co/wq9zWgH5T4";tvOneNews;direktur eksekutif voxpol center research and consulting pangi syarwi chaniago papar simulasi nama ganjar pranowo dapat persentase tinggi simak berita lengkap hardnews politik newsone cariberitaditvone pilpres
1854;1854;1,59383E+18;2022-11-19 05:05:30+00:00;"Ketika Pilpres sbg praktik demokrasi hanya jadi sekedar pertarungan antar elite, didanai para bandar utk perebutkan sumberdaya politik &amp; rente ekonomi melalui kekuasaan Presiden, maka sy cenderung mendukung tokoh yg  bkn bagian mainstream elite Jkt.Mereka lbh nyaman dgn rakyat!";RustamIbrahim;pilpres praktik demokrasi dar tarung antar elite dana bandar rebut sumberdaya politik rente ekonomi lalu kuasa presiden cenderung dukung tokoh bkn bagi mainstream elite jkt lbh nyaman rakyat
1855;1855;1,59383E+18;2022-11-19 04:39:27+00:00;@Johnytruee @josiewirakusuma @anti_jijikcabul @HukumDan Sabar ya drun, nggak pernah menang pilpres. Jagoannya keok terus, apalagi anus wan ngibul, ahli tata kata, bapak politik identitas, keturunan imigran yaman hadramaut, ya pasti nyungsep balik ke tanah leluhurnya. ??;Gr4sssss;johnytruee josiewirakusuma anti jijikcabul hukumdan sabar drun pernah menang pilpres jago keok terus anus wan ngibul ahli tata kata bapak politik identitas turun imigran yaman hadramaut nyungsep balik tanah leluhur
1856;1856;1,59383E+18;2022-11-19 04:38:25+00:00;"@Miduk17 @NasDem Sperti pepatah mengatakn kacang lupa akan kulit nya hal tersebut sgnt cocok buat jokowi yg tdk tau terimakasih.
Skrng dia benci nasdem krna sdh pilihan politik.padahal pilpres 2019 lalu suara nasdem yg memgantar dia bisa jadi presiden.
Jokowi ke kanak kanakan dlm berpolitik ??";RinalDelapanen2;miduk17 nasdem sperti pepatah mengatakn kacang lupa kulit sebut sangat cocok buat jokowi tau terimakasih skrng benci nasdem krna sdh pilih politik padahal pilpres 2019 lalu suara nasdem memgantar presiden jokowi kanak kana politik
1857;1857;1,59382E+18;2022-11-19 04:05:20+00:00;@NasDem Ini partai jd goblok, gk belajar dr pengalaman 2 pilpres sblmnya yg selalu memaksa kehendaknya pd Tuhan dlm politik.;DStoickov;nasdem partai goblok ajar alam pilpres sblmnya selalu paksa hendak tuhan politik
1858;1858;1,59381E+18;2022-11-19 03:17:28+00:00;"Capres Ganjar Pranowo dan Prabowo Subianto Hindarkan Politik Identitas Agama di Pilpres 2024. #Ganjar #Prabowo #Pilpres2024 
https://t.co/v0V5bI8aCf";benhilnet;capres ganjar pranowo prabowo subianto hindar politik identitas agama pilpres 2024 ganjar prabowo pilpres2024
1859;1859;1,5938E+18;2022-11-19 02:49:04+00:00;Capres Ganjar Pranowo dan Prabowo Hindarkan Politik Identitas Agama di Pilpres 2024. #GanjarPranowo #Prabowo #Pilpres https://t.co/ZoLIJXyE3z;charliesianipar;capres ganjar pranowo prabowo hindar politik identitas agama pilpres 2024 ganjarpranowo prabowo pilpres
1860;1860;1,5938E+18;2022-11-19 02:42:13+00:00;"Politik Identitas itu tak bisa dihindari &amp; sll ada. 
Ya sah2 saja. Asalkan Identitas ASLI.
Yg gak boleh itu Politik Identitas PALSU, Anti Islam pas pilkada, pilpres tiba2 pake busana islami sampe jadi imam sholat dgn bacaan gak pas. Lebih2 memalsukan Identitas. 
Ini lebih Kacau??";EwinDeli_M;politik identitas hindar sll sah2 asal identitas asli gak politik identitas palsu anti islam pas pilkada pilpres tiba2 pake busana islami sampe imam sholat baca gak pas lebih2 palsu identitas lebih kacau
1861;1861;1,59378E+18;2022-11-19 01:18:19+00:00;"Erick Thohir Sosok Paling Potensial Jadi Cawapres 2024

Pengamat politik Ujang Komarudin menyebut bahwa Menteri BUMN Erick Thohir layak maju sebagai calon wakil presiden (Cawapres) pada Pilpres 2024.

#BangkitBersamaET @erickthohir https://t.co/97FsWWsn12";SoftWarNews;erick thohir sosok paling potensial cawapres 2024 amat politik ujang komarudin sebut menteri bumn erick thohir layak maju calon wakil presiden cawapres pilpres 2024 bangkitbersamaet erickthohir
1864;1864;1,59371E+18;2022-11-18 20:45:04+00:00;"Hebat ini partai. sebentar lagi PKS ada saingannya..??
Ahok udah, jokowi kapan jadwalnya diserang?
maklum, ultah tp presiden ga hdr.

Hidup GOLPUT. duduk manis, nonton negara ini semakin terpolarisasi menuju 2024.

2024 tahun politik paling seru..
Pilpres Indonesia.
Pilpres USA. https://t.co/3qYvbw0udK";mcl_pealows;hebat partai sebentar pks saing ahok udah jokowi kapan jadwal serang maklum ultah presiden hdr hidup golput duduk manis nonton negara makin polarisasi tuju 2024 2024 tahun politik paling seru pilpres indonesia pilpres usa
1865;1865;1,59369E+18;2022-11-18 19:29:02+00:00;Yg kebelet jadi capres itu mungkin Anies sudah safari politik ke mana2 yg di akun2 buzzernya di buat narasi tumpah ruah sambutan masyarakat mirip Prabowo di pilpres 2019 yg lalu, KO di selesai pemungutan suara.... https://t.co/KOMUOgk8s1;AlamsyahRicha;kebelet capres mungkin anies safari politik mana2 akun2 buzzernya buat narasi tumpah ruah sambut masyarakat mirip prabowo pilpres 2019 lalu selesai mungut suara
1866;1866;1,59368E+18;2022-11-18 18:54:41+00:00;"@RedWineMalbec_ @puanmaharani_ri Loh loh loh ...
Kayak nggak paham aja 
Mendekati pilpres harus Sholehah dong .
Nanti setelah pilpres baru hidupkan lagi istilah Kadrun , intoleran,radikal , dan sejenisnya.
Jgn kaget kalau tokoh politik yg alergi terhadap para ust mendadak pada Sholeh Sholehah";BoymauMuhammad;redwinemalbec puanmaharani ri loh loh loh kayak paham dekat pilpres sholehah dong pilpres baru hidup istilah kadrun intoleran radikal jenis kaget kalau tokoh politik alergi ust dadak sholeh sholehah
1867;1867;1,59366E+18;2022-11-18 17:33:16+00:00;@V_Young_Lee @restyca_yah @kaesangp @Nicho_Silalahi Kenyatannya kata kadrun dispam begitu mudahnya jd kabur definisi pastinya. Contoh= UAS dan UAH disebut ustad kadrun, padaal selain pilihannya di pilpres lalu apa ada mereka nyinggung politik? Ada terang2an membenci presiden?;NetijenX;v young lee restyca yah kaesangp nicho silalahi kenyat kata kadrun dispam mudah kabur definisi pasti contoh uas uah sebut ustad kadrun padaal pilih pilpres lalu apa nyinggung politik terang2an benci presiden
1868;1868;1,59364E+18;2022-11-18 16:28:52+00:00;@5k3btg @ganjarpranowo Pak Ganjar gak lagi kampanye Dul, beliau lg sbg pembicara di acara wisuda Unas. Gak ada kata2 menjurus politik. Yg menderita ya kelompok kalian sj, derita sakit hati gara2 kalah dukungan pilpres.;kasito17;5k3btg ganjarpranowo ganjar gak kampanye dul beliau bicara acara wisuda unas gak kata2 jurus politik derita kelompok kalian derita sakit hati gara2 kalah dukung pilpres
1869;1869;1,59361E+18;2022-11-18 14:18:12+00:00;"Moment debat pilpres 2019 menanggapi pernyataan Prabowo ""saya lebih TNI dari TNI"".

Sudah tidak ada dendam politik ya, karena kedepan ( pilpres 2024 ) PDI-P &amp; GERINDRA akan bersatu mengalahkan kelompok penunggang agama. https://t.co/nnPByteg8w";Pencerah___;moment debat pilpres 2019 tanggap nyata prabowo lebih tni tni dendam politik depan pilpres 2024 pdi gerindra satu kalah kelompok tunggang agama
1870;1870;1,59359E+18;2022-11-18 13:15:13+00:00;Upaya tiga partai politik (parpol) yakni NasDem, PKS, dan Demokrat untuk menjalin koalisi terkait Pemilihan Presiden (Pilpres) 2024 sudah 90 persen. Meski begitu, kerja sama tiga parpol yang mengambil nama Koalisi Perubahan ini belum menutup pintu… https://t.co/9VI84NVp9S;inilahdotcom;upaya tiga partai politik parpol nasdem pks demokrat jalin koalisi kait pilih presiden pilpres 2024 persen meski kerja sama tiga parpol ambil nama koalisi ubah tutup pintu
1871;1871;1,59359E+18;2022-11-18 12:59:00+00:00;"Sukses Pileg, Pilkada Dan Pilpres, Golkar Pandeglang Siapkan Kader Maju Kontestasi Politik 2024
#airlanggahartarto #airlanggapemersatu #airlanggauntukindonesia #partaigolkar #golkarpedia #golkarsolid #AirlanggaPresiden
https://t.co/siOR2k84t7";golkarpedia;sukses pileg pilkada pilpres golkar pandeglang siap kader maju kontestasi politik 2024 airlanggahartarto airlanggapemersatu airlanggauntukindonesia partaigolkar golkarpedia golkarsolid airlanggapresiden
1872;1872;1,59359E+18;2022-11-18 12:47:19+00:00;Jangankan untuk memenangkan pilpres, demi menarik simpati pemodal saja tidak bisa karena mereka paham bahayanya bila mendukung kelompok yang didalamnya kerap menghalalkan segala cara melalui isu politik identitas yang berpotensi memecah belah negara.;0day_ID;jangan menang pilpres tarik simpati modal paham bahaya bila dukung kelompok dalam kerap halal segala cara lalu isu politik identitas potensi pecah belah negara
1873;1873;1,59358E+18;2022-11-18 12:35:02+00:00;"@RaffaelleJuan @SelulerDea @AbdulKa62531036 @aniesbaswedan Halah omong kosong! Partai yg turun itu gak ngasih duit ke pemilih!. Budaya pemilu kita adalah politik uang kecuali pilgub &amp; pilpres. Caleg dan cabup hingga calur wajib membayar ke pemilih, jika tidak membayar jangan harap dicoblos saat pemilihan.";aliservistv;raffaellejuan selulerdea abdulka62531036 aniesbaswedan halah omong kosong partai turun gak ngasih duit pilih budaya milu politik uang pilgub pilpres caleg cabup hingga calur wajib bayar pilih bayar harap coblos pilih
1874;1874;1,59358E+18;2022-11-18 12:08:28+00:00;"@erickthohir Kunci Konstelasi Politik 2024

Menteri BUMN RI, Erick Thohir dinilai sosok yang memegang kunci peta konstelasi Pilpres 2024. Posisi Erick Thohir sebagai cawapres non partai dan memiliki amunisi lengkap bisa mengubah peta Pilpres 2024.
#BangkitBersamaET https://t.co/7PKMxSTx81";Aryprasetyo85;erickthohir kunci konstelasi politik 2024 menteri bumn erick thohir nilai sosok pegang kunci peta konstelasi pilpres 2024 posisi erick thohir cawapres non partai milik amunisi lengkap ubah peta pilpres 2024 bangkitbersamaet
1875;1875;1,59357E+18;2022-11-18 11:57:06+00:00;"Pilpres 2024 Didominasi Pemilih Muda, Politik Identitas Tak Semarak 2019

https://t.co/XrB0cbT580 https://t.co/Dr6mpmzUo5";caritaucom;pilpres 2024 dominasi pilih muda politik identitas semarak 2019
1876;1876;1,59357E+18;2022-11-18 11:51:47+00:00;"Masuk dalam masa masa politik untuk pilpres,udah mulai tumbur dari warung 2 sebelah kita lawan dan kita hlangi yg dari politik identitas yg mempolitissi agama,
Cc brader dan para suhu
@KAPITANBESAR
@cherry_bg
@m3lodyku
@12uwongdeso
@RPrima789
@Aku_K_un
@hardye76
@Ery_Yanto";moh_aak;masuk masa masa politik pilpres udah mulai tumbur warung belah lawan hlangi politik identitas mempolitissi agama brader suhu kapitanbesar cherry bg m3lodyku 12uwongdeso rprima789 aku k un hardye76 ery yanto
1877;1877;1,59357E+18;2022-11-18 11:35:36+00:00;"Detik-detik Anies mengakui bahwa pilkada sebelumnya tidak merangkul semuanya..

Kalau sekarang merangkul semua tentu saja karena strategi Politik Identitas tidak akan berhasil di Pilpres.. https://t.co/LZ4PbtjMa0";Paltiwest;detik detik anies aku pilkada belum rangkul semua kalau sekarang rangkul semua strategi politik identitas hasil pilpres
1878;1878;1,59357E+18;2022-11-18 11:34:19+00:00;"@erickthohir di nilai sebagai sosok penentu cawapres dalam kontestasi Pilpres 2024
Dengan bekal  elektabilitas tinggi dan logistik yg kuat membuatnya bisa di pasangkan dgn capres siapapun
#BangkitBersamaET https://t.co/U79Sff23NS";topeng_politik;erickthohir nilai sosok tentu cawapres kontestasi pilpres 2024 bekal elektabilitas tinggi logistik kuat buat pasang capres siapa bangkitbersamaet
1879;1879;1,59357E+18;2022-11-18 11:24:10+00:00;Bakal calon Presiden, Anies Rasyid Baswedan menekankan, Koalisi Perubahan yang dibangun Partai NasDem, Partai Demokrat, dan PKS tetap solid dalam memetakan konfigurasi politik untuk bekerja sama dalam menghadapi kontestasi Pilpres 2024. “Sebetulnya ini… https://t.co/0luuXHqGzD;inilahdotcom;bakal calon presiden anies rasyid baswedan tekan koalisi ubah bangun partai nasdem partai demokrat pks tetap solid meta konfigurasi politik kerja sama hadap kontestasi pilpres 2024
1880;1880;1,59356E+18;2022-11-18 11:12:23+00:00;"@Miduk17 Elektabilitas Gibran &amp; Boby akan bertahan jika capres yg didukung pak jokowi menang n kalau kalah maka elektabilitas akan turun karena pilpres dan pikada tidak bersamaan akan pengaruh arah politik...begitu kira2 analisis saya.";BimaSahrullah;miduk17 elektabilitas gibran boby tahan capres dukung jokowi menang kalau kalah elektabilitas turun pilpres pikada sama pengaruh arah politik kira2 analisis
1881;1881;1,59356E+18;2022-11-18 10:52:27+00:00;"@Dennysiregar7 Semua tokoh politik non muslim jelang pilpres pasti gunakan peci dan sorban "" identitas """;HajiUsmanAbu1;dennysiregar7 semua tokoh politik non muslim jelang pilpres guna peci sorban identitas
1882;1882;1,59354E+18;2022-11-18 09:34:50+00:00;Skala Survei Indonesia (SSI) hari ini telah merilis paparan survei nasional mengenai “Pilpres Berpotensi dihelat Dua Ronde atau Dua Putaran” jika 4 nama Capres maju di kontestasi politik tahun 2024 nanti. Siapa saja 4 nama Capres yang digadangkan tersebut? https://t.co/gLHc6ZH3ND;SkalaSurvei_ID;skala survei indonesia ssi hari rilis papar survei nasional kena pilpres potensi helat ronde putar nama capres maju kontestasi politik tahun 2024 siapa nama capres gadang sebut
1883;1883;1,59352E+18;2022-11-18 08:21:03+00:00;Tokoh Ini Dinilai Miliki Kekuatan Besar Ubah Peta Politik Nasional di Pilpres 2024, Siapa? https://t.co/z6cDqkHkg4;Riau24Com;tokoh nilai milik kuat besar ubah peta politik nasional pilpres 2024 siapa
1884;1884;1,59352E+18;2022-11-18 08:03:37+00:00;@Herbas65 @ZeemFirdaus88 @DokterTifa Ngomongnya mbok jgn ngelantur apa?kok bawa UUD 45????,mau contoh politisasi agama,paling signifikan ngusir dan neriaki org yg ibadah,tidak mau menyolati mayat,padahal itu wajib,melempari batu mobil ma'ruf Amin waktu kampanye pilpres di Madura,hanya krn apa,ya politik ckck;LovelynaSb;herbas65 zeemfirdaus88 doktertifa ngomongnya mbok ngelantur apa kok bawa uud contoh politisasi agama paling signifikan ngusir neriaki orang ibadah menyolati mayat padahal wajib lempari batu mobil ruf amin waktu kampanye pilpres madura apa politik ckck
1885;1885;1,59348E+18;2022-11-18 05:53:40+00:00;"Figur Erick Thohir bisa menjadi kunci konstelasi politik 2024, sebagai orang non partai dan juga memiliki amunisi yang lengkap untuk menjadi Cawapres bisa mengubah peta Pilpres 2024.

@erickthohir
#BangkitBersamaET https://t.co/XfbMy1TrZG";riyadisugeng167;figur erick thohir jadi kunci konstelasi politik 2024 orang non partai milik amunisi lengkap jadi cawapres ubah peta pilpres 2024 erickthohir bangkitbersamaet
1886;1886;1,59347E+18;2022-11-18 04:45:55+00:00;"@alextham878 Bhw @aniesbaswedan menang Pilgub 2017 karena politik identitas, siapa bisa sangkal? Bhw u/ Pilpres 2024 pengusung2 khilafah &amp; negara Islam serta gedibal2 ""agamis""-nya Cendana mendukung ABas, siapa bisa sangkal? Dengan menuduh Ahok sbg biang kerok politik identitas,";ibn_sjamsu;alextham878 bhw aniesbaswedan menang pilgub 2017 politik identitas siapa sangkal bhw you pilpres 2024 pengusung2 khilafah negara islam gedibal2 agam cendana dukung abas siapa sangkal tuduh ahok biang kerok politik identitas
1887;1887;1,59346E+18;2022-11-18 04:27:07+00:00;Jokowi One Mix Strategi: IKN, Pilpres dan Karir Politik Keluarga https://t.co/zAGDqkPgD0;kompasiana;jokowi one mix strategi ikn pilpres karir politik keluarga
1888;1888;1,59346E+18;2022-11-18 04:05:16+00:00;@Ozil855282201 Wan kaspo cuma badut politik buat lucu - lucuan di bursa Pilpres. Pada saat acaranya di gelar dia harus gulung tiker duduk dipojokan atau ngelap sepatu lagi Presiden terpilih..??;__Sarilembu;ozil855282201 wan kaspo cuma badut politik buat lucu lucu bursa pilpres acara gelar gulung tiker duduk pojok ngelap sepatu presiden pilih
1889;1889;1,59345E+18;2022-11-18 03:47:34+00:00;keknya biar kerjaan gue aman dsb tahun depan dan 2024 gak mau komentarin politik pilpres dsb,keknya karna udah sibuk jg skrg;oranghuman12;kek biar kerja gue aman tahun depan 2024 gak komentarin politik pilpres kek karna udah sibuk skrg
1890;1890;1,59345E+18;2022-11-18 03:33:12+00:00;"Ingin Kembali Berjaya, Demokrat Harap Anies Gandeng AHY di Pilpres 2024  - https://t.co/aN3sQzwGvN
#politik #partaidemokrat #nasdem #pks #koalisiperubahan #aniesahy #ahy";FeryDermawannn;jaya demokrat harap anies gandeng ahy pilpres 2024 politik partaidemokrat nasdem pks koalisiperubahan aniesahy ahy
1891;1891;1,59344E+18;2022-11-18 03:08:26+00:00;@radiefrmadna Lah iki supporter kok iso mbahas politik pilpres ga mashok cok, lucu umak wkwkwkw sak ngomong sak senengmu pdhl seng ngefitnah sopo, maringene lek komen gk tak reken wes gak tambah pinter tambah goblok iyo karo umak wkwkwkwkwkw......;kerangalam16;radiefrmadna lah iki supporter kok iso mbahas politik pilpres mashok cok lucu umak wkwkwkw sak ngomong sak neng padahal seng ngefitnah sopo maringene lek komen reken wes gak tambah pinter tambah goblok iyo karo umak wkwkwkwkwkw
1892;1892;1,59343E+18;2022-11-18 02:14:46+00:00;"@deditelaumbanu4 Yg rame-rame pakai baju muslim, berhijab, dan pasang gelar haji saat jelang pilpres itu apa sebutannya? 
Politik itu hrs jelas identitasnya. Kalo gak jelas, itu namanya palsu!";BencoolenEl;deditelaumbanu4 rame rame pakai baju muslim hijab pasang gelar haji jelang pilpres apa sebut politik jelas identitas kalo gak jelas nama palsu
1893;1893;1,59342E+18;2022-11-18 01:36:26+00:00;"@n4k14465715 @mueeza02 @Pro_331 @RamliRizal @henrysubiakto cebong dan kadrun cuma pemilih yg diadudomba oleh relawan kaki tangan penyandang dana/donatur. Bisa jadi pemilu dipecah menjadi pileg, pilpres &amp; pilkada adalah skenerio penyandang dana/donatur dibalik layar ngatur aleg dan pejabat (politik) eksekutif untuk keruk kekayaan negara.";Momonsimomon;n4k14465715 mueeza02 pro 331 ramlirizal henrysubiakto cebong kadrun cuma pilih diadudomba rawan kaki tangan sandang dana donatur milu pecah jadi pileg pilpres pilkada skenerio sandang dana donatur balik layar ngatur aleg jabat politik eksekutif keruk kaya negara
1894;1894;1,5934E+18;2022-11-18 00:37:04+00:00;"@aniesbaswedan @noumanbayyinah ANJING YAMAN RASIS MENCOBA MENGHAPUS JEJAK KELAM POLITIK IDENTITAS PILKADA 2017 ???
ATAU...
ANJING YAMAN RASIS AKAN MENG COPY PASTE KEBRUTALAN PENDUKUNGNYA DI PILPRES 2024 ????
WAIT AND SEE... https://t.co/gWG0RFWXai";apocalypsoblitz;aniesbaswedan noumanbayyinah anjing yaman ras coba hapus jejak kelam politik identitas pilkada 2017 anjing yaman ras meng copy paste brutal dukung pilpres 2024 wait and see
1895;1895;1,59335E+18;2022-11-17 21:09:04+00:00;Poros 98 Minta Percayakan ke Partai Politik Tentukan Calon Presiden di Pilpres 2024 https://t.co/5mDAHKLzUx #TempoNasional;tempodotco;poros minta percaya partai politik tentu calon presiden pilpres 2024 temponasional
1896;1896;1,59335E+18;2022-11-17 21:00:31+00:00;"@TaufikDamas jangan sekali kali libatkan ibu dalam politik, pilpres dan kampanye. Kasihanilah dan hormati kalau sampai begini
jangan jadikan ibu2 ketua partai dan menteri. Kasihanilah dan hormati kalau sampai begini.";TheSap15;taufikdamas sekali kali libat ibu politik pilpres kampanye kasihan hormat kalau begini jadi ibu2 ketua partai menteri kasihan hormat kalau begini
1898;1898;1,59325E+18;2022-11-17 14:24:32+00:00;"@Surya87599803 @VIVAcoid PT 20 % emang beberapa kali dan itu tdk dlm pemilu serentak Pileg dan Pilpres

Yg jd masalah itu ketika PT 20% tp Pileg dan Pilpres dibuat barengan.
Secara umum ini emang bodoh, tp secara politik tu adlh cara cerdas untuk memberi kekuatan kpd dewan lama tuk mngendalikan Pilpres";vnkzure;surya87599803 vivacoid emang beberapa kali milu serentak pileg pilpres masalah pileg pilpres buat bareng umum emang bodoh politik adlh cara cerdas beri kuat dewan lama tuk mngendalikan pilpres
1899;1899;1,59324E+18;2022-11-17 13:42:40+00:00;@y00angik @readyy_or_not @ovali1956 @heyyy_ndreee @haaiikal @popeppo @tanyakanrl @KoprofilJati Sejak pilpres 2014, saya juga heran banyak teman penulis share hate speech. Penulis lho. Hanya karena beda pandangan politik.;winnywidyawati2;y00angik readyy or not ovali1956 heyyy ndreee haaiikal popeppo tanyakanrl koprofiljati sejak pilpres 2014 heran banyak teman tulis share hate speech tulis lho beda pandang politik
1900;1900;1,59324E+18;2022-11-17 13:39:25+00:00;@AkhdanZiyaad @DonCarl13599235 @MarahIchsan Saya bukan warga Jakarta, jadi saya tidak ikut pilkada Jakarta. Tapi dari pilkada Jakarta saya belajar begitu joroknya politik identitas yang dimainkan 4nies dan pendukungnya. Hal itu tidak boleh terjadi di pilpres 2024.;Hantoro2011;akhdanziyaad doncarl13599235 marahichsan warga jakarta ikut pilkada jakarta pilkada jakarta ajar jorok politik identitas main 4nies dukung jadi pilpres 2024
1901;1901;1,59323E+18;2022-11-17 13:29:44+00:00;@detikcom Gini amat politik negeri saat ini. Sejahat2nya politik dl, saat ini lbh parah dan semua dimulai pilpres 2014 dan penggunaan medsos yg masif utk saling tebar kebencian satu sama lain.;JuanIdhoe07;detikcom gin politik negeri sejahat2nya politik lbh parah semua mulai pilpres 2014 guna medsos masif saling tebar benci satu sama
1902;1902;1,59321E+18;2022-11-17 11:43:54+00:00;@Muhammad_Saewad Susah menang di pilpres 2024 nanti Krn udah terlanjur melekat predikat sebagai bapak politik identitas jual ayat jual mayat dan masih ada kadrun d belakang layar;ababil_santoso;muhammad saewad susah menang pilpres 2024 udah lanjur lekat predikat bapak politik identitas jual ayat jual mayat kadrun belakang layar
1903;1903;1,59321E+18;2022-11-17 11:39:11+00:00;@nuhagunawan yang lucu adalah, Neymar juga ikut mempertanyakan kenapa orang-orang Brazil sekarang ngerasa udah gak mau pake baju timnas. padahal dia jelas jelas dukung Bolsonaro pas pilpres kemaren dan yang bikin baju timnas jadi politik identitas ya dari kaumnya sendiri;thecuddler_;nuhagunawan lucu neymar ikut tanya orang orang brazil sekarang ngerasa udah gak pake baju timnas padahal jelas jelas dukung bolsonaro pas pilpres kemaren bikin baju timnas politik identitas kaum sendiri
